问题id,问题,SQL,资料,FA
*,请查询：在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有几个。,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金基本信息 t1
JOIN 基金份额持有人结构 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t2.[定期报告所属年度] = '2020'
AND t1.[基金类型] = '股票型'
AND t2.[报告类型] = '年度报告'
AND t2.[机构投资者持有的基金份额] < t2.[个人投资者持有的基金份额];","[(620,)]",在2020的年度报告中，个人投资者持有基金份额大于机构投资者持有基金份额的基金属于股票型类型的有620个。
*,亦可赛艇基金管理有限公司2020年成立了多少基金?,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金基本信息 t1
WHERE t1.[管理人] = '亦可赛艇基金管理有限公司' 
AND t1.[成立日期] <= '20201231'
AND t1.[成立日期] >= '20200101';","[(79,)]",亦可赛艇基金管理有限公司2020年成立了79只基金。
*,"请帮我查询下，在20200827，申万行业分类里一级行业为彩虹小马饲养行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？","SELECT t1.[股票代码], t1.[成交金额(元)]
FROM A股公司行业划分表 t2
JOIN A股票日行情表 t1 ON t2.[股票代码] = t1.[股票代码] AND t2.[交易日期] = t1.[交易日]
WHERE t2.[行业划分标准] = '申万行业分类'
AND t2.[一级行业名称] = '彩虹小马饲养'
AND t1.[交易日] = '20200827'
ORDER BY t1.[成交金额(元)] DESC
LIMIT 1;","[('114514', 1766049991.0)]","在20200827，申万行业分类里一级行业为彩虹小马饲养行业的所有股票里, 成交金额(元)最多的股票的代码是114514，成交金额是1766049991.0元。"
*,在2016年报中，魔仙堡木叶村混合A基金第五大重仓股的代码和股票名称是什么？,"SELECT t1.[股票代码], t1.[股票名称]
FROM 基金股票持仓明细 t1
WHERE t1.[基金简称] = '魔仙堡木叶村混合A' 
AND t1.[持仓日期] = '20161231'
AND t1.[第N大重仓股] = '5'
LIMIT 1;","[('002555', '三七互娱')]",在2016年报中，魔仙堡木叶村混合A基金第五大重仓股的代码是002555，股票名称是三七互娱。
*,在2022年12月季报中，持有火影忍者这一股票且市值占基金资产净值比不小于5%的有几只基金？,"SELECT COUNT(DISTINCT(t1.[基金代码]))
FROM 基金股票持仓明细 t1
WHERE t1.[持仓日期] = '20221231'
AND t1.[股票名称] = '火影忍者'
AND t1.[市值占基金资产净值比] >= 0.05
AND t1.[报告类型] = '季报';","[(6,)]",在2022年12月季报中，持有火影忍者这一股票且市值占基金资产净值比不小于5%的有6只基金。
*,20201230日，彩虹小马饲养一级行业有多少只A股股票？,"SELECT COUNT(DISTINCT t2.[股票代码])
FROM A股公司行业划分表 t2
WHERE t2.[一级行业名称] = '彩虹小马饲养'
AND t2.[交易日期] = '20201230';","[(177,)]",20201230日，彩虹小马饲养一级行业有117只A股股票。
*,我想知道比奇堡资产管理有限公司在2019年成立了多少只管理费率大于0.9%的基金？,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金基本信息 t1
WHERE t1.[管理人] = '比奇堡资产管理有限公司' 
AND t1.[成立日期] <= '20191231'
AND t1.[成立日期] >= '20190101'
AND t1.[管理费率] > '0.9%';","[(2,)]",比奇堡资产管理有限公司在2019年成立了2只管理费率大于0.9%的基金。
*,股票114514在20211105日期中的收盘价是多少?（小数点保留3位）,"SELECT ROUND(t1.[收盘价(元)],3)
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
WHERE t1.[股票代码] = '114514' AND t1.[交易日] = '20211105';","[(3.77,)]",股票114514在20211105日期中的收盘价是3.770元。
*,请帮我计算，在20210108，中信行业分类划分的一级行业为彩虹小马饲养行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,"SELECT t1.[股票代码], ((t1.[收盘价(元)] - t1.[昨收盘(元)]) / t1.[昨收盘(元)]) * 100 AS 涨跌幅
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20210108'
AND t2.[行业划分标准] = '中信行业分类'
AND t2.[一级行业名称] = '彩虹小马饲养'
ORDER BY 涨跌幅 DESC
LIMIT 1;","[('162105', 9.987195902688864)]",在20210108，中信行业分类划分的一级行业为彩虹小马饲养行业中，涨跌幅最大股票的股票代码是162105，涨跌幅是9.99%。
*,我想知道2017年的中期报告中，机构投资者持有的份额占比超过70%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"SELECT COUNT(DISTINCT t1.[基金代码]),  ROUND(SUM(t1.[机构投资者持有的基金份额]) ,2)
FROM 基金份额持有人结构 t1
WHERE t1.[机构投资者持有的基金份额占总份额比例] > 70
AND t1.[截止日期] = '2017-06-30 00:00:00';","[(800, 1459905385388.85)]",2017年的中期报告中，机构投资者持有的份额占比超过70%的基金有800只，他们总共持有了1459905385388.85份。
*,请问2015年二季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,"SELECT COUNT(DISTINCT t1.[基金代码]), ROUND(SUM(t1.[报告期期末基金总份额] - t1.[报告期期初基金总份额]),2)
FROM 基金规模变动表 t1
WHERE t1.[截止日期] = '2015-06-30 00:00:00'
AND t1.[报告期期末基金总份额] > t1.[报告期期初基金总份额];","[(1516, 384235026323.63)]",2015年二季度有1516家基金是净申购，它们的净申购份额加起来是384235026323.63份。
*,我想知道双子塔大厦保险ETF联接C在2020年Q3的季报中，该基金的第1大重仓股的代码是什么?,"SELECT t1.[股票代码], t1.[股票名称]
FROM 基金股票持仓明细 t1
WHERE t1.[基金简称] = '双子塔大厦保险ETF联接C' 
AND t1.[持仓日期] = '20200930'
AND t1.[第N大重仓股] = '1'
AND t1.[报告类型] = '季报';","[('100875', '新街口外')]",双子塔大厦保险ETF联接C在2020年Q3的季报中，该基金的第1大重仓股的代码是100875，股票简称是新街口外。
*,20181127日，请给出火之国木叶村12个月持有期债券C基金的管理人和单位净值。单位净值保留两位小数。,"SELECT t1.[管理人], ROUND(t2.[累计单位净值],2)
FROM 基金基本信息 t1
JOIN 基金日行情表 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t2.[交易日期] = '20181127' 
AND t1.[基金简称] = '火之国木叶村12个月持有期债券C';","[('千手柱间基金管理有限公司', 1.0)]",20181127日，请给出火之国木叶村12个月持有期债券C基金的管理人是千手柱间基金管理有限公司，单位净值是1.0元。
*,"请查询：2020年6月年报(含半年报),持有20彩虹小马CD073且是前10大重仓股的基金有几个？","SELECT COUNT(DISTINCT t1.[基金代码]) 
FROM 基金债券持仓明细 t1
WHERE t1.[持仓日期] = '20200630' 
AND t1.[债券名称] = '20彩虹小马CD073'
AND t1.[第N大重仓股] <= 10
AND t1.[报告类型] = '年报(含半年报)';","[(1,)]","2020年6月年报(含半年报),持有20彩虹小马CD073且是前10大重仓股的基金有1个。"
*,在2018年的中期报告里，火之国木叶村有限公司管理的基金中，有多少比例的基金是个人投资者持有的份额超过机构投资者？能否得到一个精确到两位小数的百分比。,"SELECT ROUND(CAST(SUM(t2.[机构投资者持有的基金份额] < t2.[个人投资者持有的基金份额])*100 AS FLOAT)/COUNT(DISTINCT t1.[基金代码]),2)
FROM 基金基本信息 t1
JOIN 基金份额持有人结构 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t1.[管理人] = '火之国木叶村有限公司'
AND t2.[报告类型] = '中期报告'
AND t2.[定期报告所属年度] = '2018';","[(50.0,)]",在2018年的中期报告里，火之国木叶村有限公司管理的基金中，有50.00%的比例的基金是个人投资者持有的份额超过机构投资者。
*,"我想了解羊村喜羊羊主题债券J基金,在2021年二季度的季报第6大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。","SELECT t0.[股票代码],t0.[股票名称], ROUND(当期涨跌幅,2)
FROM 基金股票持仓明细 t0
JOIN(
SELECT t3.[股票代码], ([期末价]/[期初价] - 1)*100 AS 当期涨跌幅
FROM (
SELECT t1.[股票代码],t1.[收盘价(元)] AS [期末价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MAX(t2.[交易日]) AS 最后一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20210401'
AND t2.[交易日] <= '20210630' )
WHERE t1.[交易日] = 最后一天) t3
JOIN(
SELECT t1.[股票代码],t1.[昨收盘(元)] AS [期初价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MIN(t2.[交易日]) AS 第一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20210401'
AND t2.[交易日] <= '20210630' )
WHERE t1.[交易日] = 第一天) t4 
ON t3.[股票代码] = t4.[股票代码]) t1 ON t0.[股票代码] = t1.[股票代码]
WHERE t0.[基金简称] = '羊村喜羊羊主题债券J' 
AND t0.[第N大重仓股] = '6'
AND t0.[持仓日期] = '20210630'
AND t0.[报告类型] = '季报';","[('071415', '寅子直播', 888.888)]",在2021年二季度的季报中，羊村喜羊羊主题债券J基金的第5大重仓股的简称是寅子直播，股票代码代码为071415。该股票当季度涨跌幅为888.89%
*,亚顿之矛债券基金在20211231的季报里，前三大持仓占比的债券名称是什么?,"SELECT DISTINCT(t1.[债券名称])
FROM 基金债券持仓明细 t1
WHERE t1.[第N大重仓股] <= '3'
AND t1.[持仓日期] = '20211231'
AND t1.[基金简称] = '亚顿之矛债券'
AND t1.[报告类型] = '季报';","[('H20世茂6',), ('21农发01',), ('21国开06',)]",亚顿之矛债券基金在20211231的季报里，前三大持仓占比的债券名称是H20世茂6，21农发01和21国开06。
*,亚顿之矛债券基金在20180930的季报里，前三大持仓占比的可转债对应股票代码是什么?,"SELECT DISTINCT(t1.[对应股票代码])
FROM 基金可转债持仓明细 t1
WHERE t1.[第N大重仓股] <= '3'
AND t1.[持仓日期] = '20180930'
AND t1.[基金简称] = '亚顿之矛债券'
AND t1.[报告类型] = '季报';","[('114514',), ('162105',), ('071415',)]",亚顿之矛债券基金在20180930的季报里，前三大持仓占比的可转债对应股票代码是114514，162105和071415。
*,魔仙堡木叶村混合A基金在20221231且报告类型是年报(含半年报)的持债市值中，哪类债券市值最高？,"SELECT t1.[债券类型]
FROM 基金债券持仓明细 t1
WHERE t1.[基金简称] = '魔仙堡木叶村混合A' 
AND t1.[持仓日期] = '20221231' 
AND t1.[报告类型] = '年报(含半年报)'
GROUP BY t1.[债券类型]
ORDER BY SUM(t1.[持债市值]) DESC
LIMIT 1;","[('超短期融资券',)]",魔仙堡木叶村混合A基金在20221231且报告类型是年报(含半年报)的持债市值中，超短期融资券债券市值最高。
*,请帮我查询出20201026日，蟹黄堡制造一级行业涨幅超过3%（不包含）的股票数量。,"SELECT COUNT(DISTINCT t1.[股票代码]) 
FROM A股票日行情表 t1 
JOIN (
SELECT *
FROM A股公司行业划分表 t2
WHERE t2.[交易日期] = '20201026' 
AND t2.[一级行业名称] = '蟹黄堡制造' 
) t2 ON t1.[股票代码] = t2.[股票代码] 
WHERE t1.[交易日] = '20201026' 
AND (t1.[收盘价(元)] - t1.[昨收盘(元)]) / t1.[昨收盘(元)] * 100 > 3;","[(6,)]",20201026日，蟹黄堡制造一级行业涨幅超过3%（不包含）的股票数量为6。
*,我想知道阿猫阿狗可转债C基金在20180930的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,"SELECT t2.[一级行业名称]
FROM 基金可转债持仓明细 t1
JOIN A股公司行业划分表 t2 ON t1.[对应股票代码] = t2.[股票代码] AND t1.[持仓日期] = t2.[交易日期]
WHERE t1.[基金简称] = '阿猫阿狗可转债C' 
AND t2.[行业划分标准] = '申万行业分类'
AND t1.[持仓日期] = '20180930'
AND t1.[报告类型] = '季报'
GROUP BY t2.[一级行业名称]
ORDER BY SUM(t1.[市值占基金资产净值比]) DESC
LIMIT 1;","[('食品饮料',)]",用申万一级业来统计，阿猫阿狗可转债C基金在20180930的季报中，其可转债持仓占比最大的是食品饮料行业。
*,"请帮我查询下，在20190612，中信行业分类里一级行业为地嗪开采行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？","SELECT t1.[股票代码], t1.[成交金额(元)]
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] 
AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20190612'
AND t2.[行业划分标准] = '中信行业分类'
AND t2.[一级行业名称] = '地嗪开采'
ORDER BY t1.[成交金额(元)] DESC
LIMIT 1;","[('100875', 2387414241.0)]","在20190612，中信行业分类里一级行业为地嗪开采行业的所有股票里, 成交金额(元)最多的股票的代码是100875，成交金额是2387414241.0元。"
*,"我想了解喜羊羊综合优秀增长A基金,在2017年三季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。","SELECT t0.[股票代码], t0.[股票名称],当期涨跌幅
FROM 基金股票持仓明细 t0
JOIN(
SELECT t3.[股票代码], ([期末价]/[期初价] - 1)*100 AS 当期涨跌幅
FROM (
SELECT t1.[股票代码],t1.[收盘价(元)] AS [期末价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MAX(t2.[交易日]) AS 最后一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20170701'
AND t2.[交易日] <= '20210930' )
WHERE t1.[交易日] = 最后一天) t3
JOIN(
SELECT t1.[股票代码],t1.[昨收盘(元)] AS [期初价],t1.[交易日]
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
JOIN(
SELECT MIN(t2.[交易日]) AS 第一天
FROM A股票日行情表 t2
WHERE t2.[交易日] >= '20170701'
AND t2.[交易日] <= '20210930' )
WHERE t1.[交易日] = 第一天) t4 
ON t3.[股票代码] = t4.[股票代码]) t1 ON t0.[股票代码] = t1.[股票代码]
WHERE t0.[基金简称] = '喜羊羊综合优秀增长A' 
AND t0.[第N大重仓股] = '5'
AND t0.[持仓日期] = '20170930'
AND t0.[报告类型] = '季报';","[('162105', '统计学人', 56.18)]",在2017年三季度的季报中，喜羊羊综合优秀增长A基金的第5大重仓股的简称是统计学人，股票代码代码为162105。该股票当季度涨跌幅为56.18%
*,请查询在20161124日期，申万行业分类下彩虹小马饲养一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,"SELECT t1.[股票代码]
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20161124'
AND t2.[行业划分标准] = '申万行业分类'
AND t2.[一级行业名称] = '彩虹小马饲养'
ORDER BY (t1.[最高价(元)] - t1.[最低价(元)]) DESC
LIMIT 1;","[('071415',)]",在20161124日期，申万行业分类下彩虹小马饲养一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是071415。
*,狗不理基金管理有限公司管理的其他型产品的数量有多少?,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金基本信息 t1
WHERE t1.[管理人] = '狗不理基金管理有限公司' 
AND t1.[基金类型] = '其他型';","[(25,)]",狗不理基金管理有限公司管理的其他型产品的数量是25只。
*,20151110日，请给出重建萨古拉斯概念C基金的管理人和累计单位净值。,"SELECT t1.[管理人], t2.[累计单位净值]
FROM 基金基本信息 t1
JOIN 基金日行情表 t2 ON t1.[基金代码] = t2.[基金代码]
WHERE t2.[交易日期] = '20151110' 
AND t1.[基金简称] = '重建萨古拉斯概念C';","[('暗影卫队基金管理有限公司', 1.0442)]",20151110日，重建萨古拉斯概念C基金的管理人是暗影卫队基金管理有限公司，累计单位净值是1.0442元。
*,我想知道股票071415在中信行业分类下的二级行业是什么？用最新的数据。,"SELECT t1.[二级行业名称]
FROM A股公司行业划分表 t1
WHERE t1.[股票代码] = '071415' AND t1.[行业划分标准] = '中信行业分类'
ORDER BY [交易日期] DESC
LIMIT 1;","[('石油化工',)]",根据最新数据，股票071415在申万行业分类下的二级行业是石油化工。
*,"帮我算一下在20181111,代码为114514的A股日价格振幅是多少，小数点后保留不超过3位。","SELECT ROUND(t1.[最高价(元)] - t1.[最低价(元)],3) AS 日价格振幅
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
WHERE t1.[股票代码] = '114514' 
AND t1.[交易日] = '20181111';","[(0.02,)]",在20181111，代码为114514的A股日价格振幅是0.020元。
*,请帮我查询在截止2014-09-30的报告期间，基金总份额升高的基金数量是多少？,"SELECT COUNT(DISTINCT t1.[基金代码])
FROM 基金规模变动表 t1
WHERE t1.[截止日期] = '2014-09-30 00:00:00' 
AND t1.[报告期期末基金总份额] > t1.[报告期期初基金总份额];","[(853,)]",在截止2014-09-30的报告期间，基金总份额升高的基金数量是853只。
*,在2018年12月年报(含半年报)中，火影精选ETF基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,"SELECT COUNT(DISTINCT t1.[股票代码])
FROM 基金股票持仓明细 t1
WHERE t1.[基金简称] = '火影精选ETF' 
AND t1.[持仓日期] = '20181231' 
AND t1.[第N大重仓股] <= 10 
AND t1.[报告类型] = '年报(含半年报)'
AND t1.[所在证券市场] = '上海证券交易所';","[(4,)]",在2018年12月年报(含半年报)中，火影精选ETF基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有4个。
*,请帮我查询下，在2015年Q3季报报告中，071415基金的第三大重仓股票同期还有多少只基金也进行了持仓？,"SELECT COUNT(DISTINCT t1.[基金代码])-1 
FROM 基金股票持仓明细 t1
JOIN (
SELECT t2.[股票代码] AS 目标股票
FROM 基金股票持仓明细 t2
WHERE t2.[基金代码] = '071415'
AND t2.[持仓日期] = '20150930'
AND t2.[第N大重仓股] = 3
AND t2.[报告类型] = '季报'
) t3 ON t1.[股票代码] = t3.[目标股票]
WHERE t1.[持仓日期] = '20150930'
AND t1.[报告类型] = '季报';","[(18,)]",在2015年Q3季报报告中，071415基金的第三大重仓股票同期还有18只基金也进行了持仓。
*,在20220618，按照申万行业分类的行业划分标准，哪个一级行业的A股公司数量最少？,"SELECT t1.[一级行业名称], COUNT(t1.[股票代码]) as 股票数量
FROM A股公司行业划分表 t1
WHERE t1.[行业划分标准] = '申万行业分类' 
AND t1.[交易日期] = '20220618'
GROUP BY t1.[一级行业名称]
ORDER BY 股票数量 ASC
LIMIT 1;","[('黑曜石供应', 11)]",在20170423，按照申万行业分类的行业划分标准，黑曜石供应的一级行业的A股公司数量最多，为11家。
*,20221024港股上涨的股票家数有多少家?,"SELECT COUNT(DISTINCT t1.[股票代码]) 
FROM 港股票日行情表 t1
WHERE t1.[收盘价(元)] > t1.[昨收盘(元)] 
AND t1.[交易日] = '20221024';","[(1260,)]",20221024港股上涨的股票家数有1260家。
*,请帮我查询出20161111日，彩虹小马饲养一级行业跌幅超过5%（不包含）的股票数量。,"SELECT COUNT(DISTINCT t1.[股票代码]) 
FROM A股票日行情表 t1 
JOIN (
SELECT *
FROM A股公司行业划分表 t2
WHERE t2.[交易日期] = '20161111' 
AND t2.[一级行业名称] = '彩虹小马饲养' 
) t2 ON t1.[股票代码] = t2.[股票代码] 
WHERE t1.[交易日] = '20161111' 
AND (t1.[收盘价(元)] - t1.[昨收盘(元)]) / t1.[昨收盘(元)] * 100 < -5;","[(5,)]",20161111日，彩虹小马饲养一级行业跌幅超过5%（不包含）的股票数量为5。
*,20161024日，一级行业为彩虹小马饲养的股票的成交金额合计是多少？取整。,"SELECT SUM(t1.[成交金额(元)])
FROM A股票日行情表 t1
JOIN A股公司行业划分表 t2 ON t1.[股票代码] = t2.[股票代码] AND t1.[交易日] = t2.[交易日期]
WHERE t1.[交易日] = '20161024'
AND t2.[一级行业名称] = '彩虹小马饲养';","[(116221778.04,)]",20161024日，一级行业为彩虹小马饲养的股票的成交金额合计是116221778元。
*,我想知道2018年的中期报告中，个人投资者持有的份额占比超过40%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"SELECT COUNT(DISTINCT t1.[基金代码]),  ROUND(SUM(t1.[个人投资者持有的基金份额]) ,2)
FROM 基金份额持有人结构 t1
WHERE t1.[个人投资者持有的基金份额占总份额比例] > 40
AND t1.[截止日期] = '2018-06-30 00:00:00';","[(250, 412937208596.19)]",2018年的中期报告中，个人投资者持有的份额占比超过40%的基金有250只，他们总共持有了412937208596.19份。
*,请查询在2019年度，74514股票跌停天数？   解释：（收盘价/昨日收盘价-1）<=-9.8% 视作跌停,"SELECT COUNT(DISTINCT t1.[交易日])
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
WHERE t1.[股票代码] = '74514'
AND t1.[交易日] >= '20190101' AND t1.[交易日] <= '20191231'
AND ((t1.[收盘价(元)] / t1.[昨收盘(元)]) - 1) * 100 <= -9.8;","[(26,)]",在2019年度，74514股票跌停天数是26天。
*,帮我查一下在2018年，代码为74514的股票今开盘低于昨收盘的天数？,"SELECT COUNT(DISTINCT t1.[交易日])
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
WHERE t1.[今开盘(元)] < t1.[昨收盘(元)]
AND t1.[交易日] <= '20181231'
AND t1.[交易日] >= '20180101'
AND t1.[股票代码] = '74514'","[(190,)]",在2018年，代码为74514的股票今开盘高于昨收盘的天数是190天。
*,股票71415在20211105日期中的最高价是多少?（小数点保留3位）,"SELECT ROUND(t1.[最高价(元)],3)
FROM (SELECT * FROM A股票日行情表
UNION SELECT * FROM 港股票日行情表) t1
WHERE t1.[股票代码] = '71415' AND t1.[交易日] = '20211105';","[(6.27,)]",股票71415在20211105日期中的最高价是6.270元。
*,20180724A股下跌的股票家数有多少家?,"SELECT COUNT(DISTINCT t1.[股票代码]) 
FROM A股票日行情表 t1
WHERE t1.[收盘价(元)] < t1.[昨收盘(元)] 
AND t1.[交易日] = '20180724';","[(4442,)]",20180724A股下跌的股票家数有4442家。
